,image_path,au1,au2,au4,au6,au7,au10,au12,au14,au15,au17,au23,au24
86629,BP4D/aligned_images/M008/T2/00540.jpg,0,0,0,0,0,0,0,1,0,1,1,0
80746,BP4D/aligned_images/M004/T5/00574.jpg,0,0,1,1,1,1,1,0,1,1,1,0
53061,BP4D/aligned_images/F002/T7/01092.jpg,0,0,0,0,1,0,1,0,0,1,0,0
41120,BP4D/aligned_images/M009/T6/00376.jpg,0,0,1,0,0,0,0,1,1,1,0,1
37441,BP4D/aligned_images/M006/T6/00575.jpg,0,0,1,1,1,1,0,0,0,1,1,1
59811,BP4D/aligned_images/F009/T6/01028.jpg,0,0,1,0,0,0,0,0,0,0,1,0
32134,BP4D/aligned_images/M003/T1/00383.jpg,0,0,0,0,0,1,0,1,1,0,0,0
95759,BP4D/aligned_images/M014/T7/00827.jpg,0,0,0,0,0,1,1,0,0,0,0,0
48417,BP4D/aligned_images/F001/T6/00304.jpg,0,0,0,1,1,1,1,1,0,1,1,1
35178,BP4D/aligned_images/M006/T1/00755.jpg,0,0,0,0,0,0,0,1,0,0,0,0
91984,BP4D/aligned_images/M012/T6/00492.jpg,0,0,0,0,0,0,0,0,0,0,0,0
95070,BP4D/aligned_images/M014/T5/01321.jpg,0,0,0,1,0,1,1,1,0,0,0,0
72200,BP4D/aligned_images/F023/T4/00709.jpg,0,0,0,1,1,1,1,1,1,1,1,0
64280,BP4D/aligned_images/F016/T1/00497.jpg,0,0,0,1,1,1,1,0,0,0,0,0
57801,BP4D/aligned_images/F009/T2/00129.jpg,0,0,1,0,0,0,0,0,0,0,0,0
2076,BP4D/aligned_images/F004/T5/00989.jpg,1,0,0,1,1,1,1,1,0,0,0,0
26458,BP4D/aligned_images/F019/T4/00154.jpg,0,0,0,1,1,1,1,0,1,1,1,0
46848,BP4D/aligned_images/F001/T3/00035.jpg,0,0,0,0,0,0,0,0,0,0,0,0
74818,BP4D/aligned_images/M001/T1/01001.jpg,0,0,0,1,1,1,1,0,0,0,0,0
56841,BP4D/aligned_images/F008/T8/00094.jpg,0,0,0,0,0,0,0,0,0,0,0,0
72900,BP4D/aligned_images/F023/T5/00545.jpg,1,1,0,1,1,1,1,1,1,1,1,1
35826,BP4D/aligned_images/M006/T2/01240.jpg,0,0,0,0,1,0,0,0,0,0,0,0
63777,BP4D/aligned_images/F010/T8/00163.jpg,0,0,0,1,1,1,1,0,1,1,1,0
57061,BP4D/aligned_images/F008/T8/00314.jpg,0,0,0,1,1,1,1,0,0,0,0,0
78298,BP4D/aligned_images/M001/T8/00007.jpg,0,1,0,0,0,0,0,0,0,0,0,0
43589,BP4D/aligned_images/M015/T3/00325.jpg,0,1,0,1,1,1,1,1,0,0,0,0
33087,BP4D/aligned_images/M003/T3/00097.jpg,0,0,0,0,0,0,0,0,0,0,0,0
63150,BP4D/aligned_images/F010/T6/00546.jpg,0,0,0,0,1,1,1,0,0,0,0,0
35889,BP4D/aligned_images/M006/T2/01303.jpg,0,0,0,0,0,0,0,0,0,0,0,0
68615,BP4D/aligned_images/F018/T4/00512.jpg,0,0,0,1,1,1,1,1,1,0,0,0
9461,BP4D/aligned_images/F007/T5/00390.jpg,1,0,1,1,1,1,1,1,1,0,1,0
69269,BP4D/aligned_images/F018/T5/00501.jpg,0,0,0,0,1,1,1,1,1,0,0,0
9090,BP4D/aligned_images/F007/T4/01539.jpg,1,1,1,1,1,1,1,0,0,0,1,0
14715,BP4D/aligned_images/F014/T1/00701.jpg,0,0,0,0,0,0,0,1,0,1,0,0
19495,BP4D/aligned_images/F015/T4/02046.jpg,0,0,0,0,0,1,0,1,0,0,0,0
51772,BP4D/aligned_images/F002/T5/00928.jpg,0,0,1,0,1,0,1,0,0,1,0,0
28781,BP4D/aligned_images/F021/T1/00244.jpg,0,0,0,1,1,1,1,0,0,0,0,0
79194,BP4D/aligned_images/M004/T2/00966.jpg,0,0,1,0,1,0,0,0,0,0,0,0
31035,BP4D/aligned_images/F021/T6/00304.jpg,1,0,1,1,1,1,1,1,1,1,1,0
89273,BP4D/aligned_images/M012/T1/00783.jpg,0,0,0,1,1,1,1,1,0,0,0,0
50385,BP4D/aligned_images/F002/T2/00250.jpg,0,0,0,0,0,0,0,0,0,1,1,1
19467,BP4D/aligned_images/F015/T4/02018.jpg,1,0,0,0,0,1,0,1,0,1,1,0
75987,BP4D/aligned_images/M001/T3/00217.jpg,0,0,0,0,0,0,0,0,0,0,0,0
63417,BP4D/aligned_images/F010/T7/00364.jpg,1,1,0,0,1,1,0,0,0,0,0,0
85614,BP4D/aligned_images/M007/T8/00293.jpg,1,0,1,0,1,1,0,0,0,0,0,0
60236,BP4D/aligned_images/F009/T7/01419.jpg,0,0,0,0,0,1,0,1,0,0,0,0
31697,BP4D/aligned_images/F021/T8/00134.jpg,1,0,1,0,0,1,0,1,1,0,1,0
11412,BP4D/aligned_images/F012/T2/01151.jpg,0,0,0,0,0,0,0,0,0,1,0,0
49178,BP4D/aligned_images/F001/T8/00454.jpg,0,0,0,0,0,1,1,1,0,1,0,1
62188,BP4D/aligned_images/F010/T5/00018.jpg,0,0,0,1,1,1,1,1,0,0,0,0
87726,BP4D/aligned_images/M008/T5/01040.jpg,0,1,0,1,1,1,1,1,0,0,1,0
35001,BP4D/aligned_images/M003/T8/00093.jpg,0,0,1,1,1,1,1,1,1,0,1,1
39769,BP4D/aligned_images/M009/T3/00040.jpg,0,0,1,0,0,0,0,0,0,0,0,0
59284,BP4D/aligned_images/F009/T5/00444.jpg,1,0,0,0,1,0,1,0,0,1,1,0
15695,BP4D/aligned_images/F014/T3/00280.jpg,1,0,0,0,0,0,0,0,0,0,0,0
61343,BP4D/aligned_images/F010/T3/00004.jpg,0,0,0,0,0,0,0,0,0,0,0,0
56209,BP4D/aligned_images/F008/T6/00546.jpg,1,0,0,0,0,1,1,0,0,0,0,0
6062,BP4D/aligned_images/F006/T5/00967.jpg,0,1,0,0,0,0,1,0,0,1,0,0
29366,BP4D/aligned_images/F021/T2/01358.jpg,1,0,1,0,0,0,0,0,0,0,0,0
89335,BP4D/aligned_images/M012/T1/00845.jpg,0,0,0,1,1,1,1,1,0,0,0,0
35168,BP4D/aligned_images/M003/T8/00260.jpg,1,1,0,1,1,1,1,1,1,0,1,0
39321,BP4D/aligned_images/M009/T2/00616.jpg,0,0,0,0,0,0,0,0,0,0,0,0
32831,BP4D/aligned_images/M003/T2/01435.jpg,0,0,0,0,1,1,1,1,0,0,0,0
4425,BP4D/aligned_images/F006/T2/01346.jpg,1,0,1,0,0,0,0,0,0,1,0,1
39794,BP4D/aligned_images/M009/T3/00065.jpg,0,0,1,0,0,1,0,1,0,0,0,0
28191,BP4D/aligned_images/F019/T7/01195.jpg,0,0,0,0,1,1,0,0,1,1,1,1
62275,BP4D/aligned_images/F010/T5/00105.jpg,0,0,0,1,1,1,1,1,0,1,1,0
48333,BP4D/aligned_images/F001/T6/00220.jpg,1,0,1,1,1,1,1,0,0,0,0,0
14487,BP4D/aligned_images/F014/T1/00473.jpg,0,0,0,1,1,1,1,1,0,0,0,0
61683,BP4D/aligned_images/F010/T3/00344.jpg,0,0,0,0,1,1,1,1,0,0,0,0
49126,BP4D/aligned_images/F001/T8/00402.jpg,0,0,0,0,1,1,1,1,0,1,0,1
20366,BP4D/aligned_images/F015/T6/01165.jpg,0,0,0,0,0,0,0,1,0,1,0,1
24595,BP4D/aligned_images/F017/T7/01230.jpg,0,0,0,1,1,1,1,1,0,0,0,0
59819,BP4D/aligned_images/F009/T6/01036.jpg,0,0,1,0,0,0,0,0,0,0,1,0
52382,BP4D/aligned_images/F002/T6/00357.jpg,0,0,1,0,1,0,0,0,0,1,0,1
48640,BP4D/aligned_images/F001/T7/00416.jpg,0,0,0,1,1,1,1,1,0,0,0,0
52710,BP4D/aligned_images/F002/T7/00741.jpg,0,0,0,1,1,0,1,0,0,0,0,0
32575,BP4D/aligned_images/M003/T2/01179.jpg,0,0,0,0,0,0,0,0,0,0,0,0
4128,BP4D/aligned_images/F006/T1/00801.jpg,0,1,0,1,1,1,1,0,0,0,0,0
58814,BP4D/aligned_images/F009/T4/00448.jpg,0,0,0,1,1,1,1,1,0,0,0,0
31841,BP4D/aligned_images/F021/T8/00278.jpg,0,0,0,0,0,1,1,1,0,0,0,0
74463,BP4D/aligned_images/F023/T8/00348.jpg,1,1,1,1,1,1,0,1,0,0,0,1
31032,BP4D/aligned_images/F021/T6/00301.jpg,1,0,1,1,1,1,1,1,1,1,1,0
44904,BP4D/aligned_images/M015/T7/00179.jpg,0,1,0,1,0,1,1,1,0,0,0,0
65641,BP4D/aligned_images/F016/T5/00470.jpg,0,0,0,0,1,1,1,1,0,0,0,1
55755,BP4D/aligned_images/F008/T5/00828.jpg,1,1,0,1,1,1,1,0,0,0,0,0
18224,BP4D/aligned_images/F015/T1/00990.jpg,1,1,0,0,1,0,1,1,0,1,1,0
2784,BP4D/aligned_images/F004/T6/00434.jpg,0,0,0,1,1,1,1,1,0,1,0,0
17223,BP4D/aligned_images/F014/T7/00668.jpg,0,0,0,0,0,1,1,1,0,0,0,0
18220,BP4D/aligned_images/F015/T1/00986.jpg,1,1,1,0,1,0,1,1,0,1,1,0
95328,BP4D/aligned_images/M014/T6/00443.jpg,0,0,0,0,1,1,1,0,0,1,1,0
16781,BP4D/aligned_images/F014/T6/00589.jpg,0,0,0,0,1,1,0,1,0,1,0,1
94482,BP4D/aligned_images/M014/T4/00986.jpg,0,0,0,0,0,0,1,1,0,1,0,0
68682,BP4D/aligned_images/F018/T4/00579.jpg,1,1,0,1,1,1,1,1,0,1,0,0
38383,BP4D/aligned_images/M006/T8/00719.jpg,0,0,1,0,0,0,0,0,0,1,0,0
34598,BP4D/aligned_images/M003/T7/01602.jpg,1,1,0,1,1,1,1,1,0,0,0,0
39424,BP4D/aligned_images/M009/T2/00719.jpg,0,0,1,0,0,0,0,0,0,0,0,0
29504,BP4D/aligned_images/F021/T2/01496.jpg,1,0,1,0,0,0,0,0,0,0,0,0
94651,BP4D/aligned_images/M014/T5/00902.jpg,0,0,0,0,1,0,0,1,0,1,0,0
73470,BP4D/aligned_images/F023/T6/01325.jpg,0,0,0,0,0,0,0,0,0,0,0,0
2201,BP4D/aligned_images/F004/T5/01114.jpg,1,1,0,0,0,1,1,1,0,1,0,0
16710,BP4D/aligned_images/F014/T5/00998.jpg,1,0,0,1,1,1,1,1,0,0,0,0
92180,BP4D/aligned_images/M012/T7/00192.jpg,1,1,0,0,0,0,0,0,0,0,0,0
90194,BP4D/aligned_images/M012/T3/00024.jpg,0,0,0,0,1,0,0,1,0,0,0,0
68371,BP4D/aligned_images/F018/T3/00069.jpg,0,0,0,0,0,0,0,0,0,0,0,0
88746,BP4D/aligned_images/M008/T7/00604.jpg,0,0,0,0,0,1,1,0,0,1,1,0
80201,BP4D/aligned_images/M004/T4/01224.jpg,0,0,0,1,1,0,1,0,0,1,1,1
81682,BP4D/aligned_images/M004/T7/00579.jpg,0,0,0,0,1,1,1,0,1,0,0,0
11606,BP4D/aligned_images/F012/T2/01345.jpg,1,0,0,0,1,1,0,0,0,1,0,0
32024,BP4D/aligned_images/M003/T1/00265.jpg,0,0,0,0,0,1,0,1,1,1,0,1
38199,BP4D/aligned_images/M006/T7/00978.jpg,0,0,0,0,0,1,0,1,0,1,1,1
66098,BP4D/aligned_images/F016/T5/00927.jpg,0,0,0,1,0,1,1,1,0,0,0,1
30069,BP4D/aligned_images/F021/T4/00539.jpg,1,1,0,1,1,1,1,1,0,1,0,0
78238,BP4D/aligned_images/M001/T7/01288.jpg,0,0,0,0,0,1,1,0,0,0,0,0
48574,BP4D/aligned_images/F001/T6/00461.jpg,0,0,0,1,0,1,1,1,0,0,1,1
90231,BP4D/aligned_images/M012/T3/00061.jpg,0,0,0,0,0,0,0,0,0,0,0,0
36826,BP4D/aligned_images/M006/T4/00862.jpg,0,0,0,1,0,0,1,0,0,0,0,0
3057,BP4D/aligned_images/F004/T7/01631.jpg,0,0,0,1,1,1,1,0,0,0,0,0
10469,BP4D/aligned_images/F007/T7/01088.jpg,0,0,1,1,1,1,1,0,0,0,0,0
80793,BP4D/aligned_images/M004/T5/00621.jpg,0,0,1,0,1,0,0,0,1,1,1,0
93788,BP4D/aligned_images/M014/T3/00014.jpg,0,0,1,0,1,0,0,0,0,0,0,0
45929,BP4D/aligned_images/F001/T1/02682.jpg,1,0,0,0,0,1,1,0,0,0,0,0
10700,BP4D/aligned_images/F007/T8/00054.jpg,0,0,1,1,1,1,0,1,0,1,0,0
46027,BP4D/aligned_images/F001/T1/02780.jpg,1,0,0,1,0,1,1,0,0,1,0,0
42629,BP4D/aligned_images/M015/T1/01189.jpg,0,1,0,0,0,1,1,0,0,0,0,0
95625,BP4D/aligned_images/M014/T7/00693.jpg,0,0,0,0,0,1,1,0,0,0,0,0
57046,BP4D/aligned_images/F008/T8/00299.jpg,0,0,0,1,1,1,1,0,0,1,0,0
96033,BP4D/aligned_images/M014/T7/01101.jpg,0,0,0,0,1,1,1,0,0,1,0,0
96065,BP4D/aligned_images/M014/T7/01133.jpg,0,0,0,0,1,0,1,0,1,1,1,0
11994,BP4D/aligned_images/F012/T3/00130.jpg,0,0,0,0,0,0,0,0,0,0,0,0
42246,BP4D/aligned_images/M015/T1/00806.jpg,0,0,0,1,1,1,1,0,0,0,0,0
85106,BP4D/aligned_images/M007/T7/00276.jpg,0,0,0,1,1,1,0,0,0,0,0,0
10199,BP4D/aligned_images/F007/T7/00818.jpg,1,0,0,1,0,1,0,0,0,0,0,0
10232,BP4D/aligned_images/F007/T7/00851.jpg,0,0,1,1,1,1,0,0,0,0,1,0
3854,BP4D/aligned_images/F006/T1/00527.jpg,0,1,0,0,1,0,1,0,0,1,0,1
37424,BP4D/aligned_images/M006/T6/00558.jpg,0,0,1,1,1,1,0,0,0,1,1,1
30856,BP4D/aligned_images/F021/T6/00125.jpg,1,0,1,1,1,1,1,1,1,0,0,0
43895,BP4D/aligned_images/M015/T4/01030.jpg,0,0,0,1,0,1,1,0,0,0,0,0
91144,BP4D/aligned_images/M012/T5/00799.jpg,0,0,0,0,0,1,0,0,0,0,0,0
65514,BP4D/aligned_images/F016/T4/01374.jpg,0,0,0,1,1,1,1,1,0,0,0,0
17983,BP4D/aligned_images/F015/T1/00749.jpg,1,0,0,1,1,1,1,1,0,0,1,0
67662,BP4D/aligned_images/F018/T1/00959.jpg,0,0,0,1,1,1,1,1,1,1,0,0
38136,BP4D/aligned_images/M006/T7/00915.jpg,0,0,0,0,0,1,0,0,0,1,0,0
37493,BP4D/aligned_images/M006/T6/00627.jpg,0,0,1,0,0,1,0,0,0,1,1,1
6671,BP4D/aligned_images/F006/T7/00582.jpg,0,0,0,0,0,0,1,1,0,1,0,0
85372,BP4D/aligned_images/M007/T7/00542.jpg,0,0,0,0,1,1,0,1,0,0,0,0
49316,BP4D/aligned_images/F001/T8/00592.jpg,0,0,0,0,0,0,0,1,0,0,0,1
93525,BP4D/aligned_images/M014/T2/00249.jpg,0,0,1,0,1,0,0,0,0,1,0,0
28861,BP4D/aligned_images/F021/T1/00324.jpg,0,0,0,1,1,1,1,0,0,0,0,0
89647,BP4D/aligned_images/M012/T1/01157.jpg,0,0,0,1,1,1,1,1,0,0,0,0
34396,BP4D/aligned_images/M003/T6/00221.jpg,0,0,1,1,1,1,1,0,0,0,0,0
35832,BP4D/aligned_images/M006/T2/01246.jpg,0,0,0,0,0,0,0,0,0,0,0,0
89093,BP4D/aligned_images/M008/T8/00031.jpg,0,0,0,0,0,0,0,0,0,0,0,0
6119,BP4D/aligned_images/F006/T6/00236.jpg,0,1,1,0,0,0,0,1,0,0,0,0
18557,BP4D/aligned_images/F015/T2/01234.jpg,0,0,0,0,0,0,0,0,0,0,0,0
64344,BP4D/aligned_images/F016/T2/00550.jpg,0,0,0,0,0,0,0,0,0,0,0,0
81435,BP4D/aligned_images/M004/T6/00531.jpg,0,0,1,0,1,0,1,0,1,0,0,0
90685,BP4D/aligned_images/M012/T4/01019.jpg,0,0,0,1,1,1,1,1,0,0,0,0
21428,BP4D/aligned_images/F017/T1/00228.jpg,0,0,0,1,0,1,1,1,0,0,0,0
27654,BP4D/aligned_images/F019/T6/00356.jpg,0,0,0,1,1,0,1,1,0,1,0,1
66636,BP4D/aligned_images/F016/T7/00089.jpg,0,0,0,0,0,1,0,1,1,1,0,0
89592,BP4D/aligned_images/M012/T1/01102.jpg,0,0,0,1,1,1,1,1,0,0,0,0
13448,BP4D/aligned_images/F012/T6/00246.jpg,0,0,0,1,1,1,1,0,0,0,0,0
92027,BP4D/aligned_images/M012/T7/00039.jpg,1,1,0,0,0,0,0,0,0,0,0,0
47893,BP4D/aligned_images/F001/T5/00298.jpg,0,0,0,1,1,1,1,0,0,0,1,0
70927,BP4D/aligned_images/F023/T1/00093.jpg,0,0,0,0,0,0,0,1,0,0,0,0
49879,BP4D/aligned_images/F002/T1/00265.jpg,0,0,0,0,1,0,1,0,0,1,0,0
92819,BP4D/aligned_images/M014/T1/00444.jpg,0,0,0,0,0,1,1,0,0,0,0,0
16278,BP4D/aligned_images/F014/T5/00566.jpg,1,0,0,1,1,1,1,1,0,1,1,1
95802,BP4D/aligned_images/M014/T7/00870.jpg,0,0,0,0,0,1,1,0,0,0,0,0
65305,BP4D/aligned_images/F016/T4/01165.jpg,0,0,0,0,1,1,1,0,0,0,0,0
61918,BP4D/aligned_images/F010/T4/00329.jpg,0,1,0,0,0,0,1,0,0,0,0,0
44029,BP4D/aligned_images/M015/T4/01164.jpg,1,1,0,1,1,1,1,0,0,0,1,0
55096,BP4D/aligned_images/F008/T4/00680.jpg,0,1,0,1,0,1,1,0,1,1,0,0
22524,BP4D/aligned_images/F017/T3/00182.jpg,0,0,0,0,0,0,0,0,0,0,0,0
81474,BP4D/aligned_images/M004/T6/00570.jpg,0,0,0,0,1,1,1,0,0,0,0,0
33475,BP4D/aligned_images/M003/T4/01703.jpg,0,0,0,1,1,1,1,0,0,0,0,0
27496,BP4D/aligned_images/F019/T6/00198.jpg,0,0,0,1,1,0,1,1,0,1,0,1
61716,BP4D/aligned_images/F010/T4/00127.jpg,0,0,0,1,0,1,1,0,1,1,0,0
70715,BP4D/aligned_images/F018/T8/00139.jpg,0,0,0,1,1,1,1,1,1,1,0,0
58843,BP4D/aligned_images/F009/T4/00477.jpg,0,0,0,1,1,1,1,1,0,0,0,0
40494,BP4D/aligned_images/M009/T5/00463.jpg,1,1,0,1,0,0,1,1,0,0,0,0
48286,BP4D/aligned_images/F001/T6/00173.jpg,0,0,0,1,0,1,1,1,0,1,0,0
53138,BP4D/aligned_images/F002/T7/01169.jpg,0,0,0,1,1,0,1,0,0,1,1,0
49359,BP4D/aligned_images/F001/T8/00635.jpg,0,0,0,0,0,0,0,1,0,1,0,1
32459,BP4D/aligned_images/M003/T1/00719.jpg,0,0,0,1,1,1,1,1,0,0,0,0
64519,BP4D/aligned_images/F016/T2/00725.jpg,0,0,0,0,0,0,0,0,0,0,0,0
87038,BP4D/aligned_images/M008/T3/00245.jpg,0,0,0,0,0,0,0,0,0,0,0,0
79030,BP4D/aligned_images/M004/T1/00598.jpg,0,1,0,1,1,1,1,1,0,0,1,0
13323,BP4D/aligned_images/F012/T6/00121.jpg,0,0,0,1,1,1,1,0,0,0,0,0
43434,BP4D/aligned_images/M015/T3/00170.jpg,0,0,1,0,1,1,0,1,0,1,0,0
7068,BP4D/aligned_images/F006/T8/00028.jpg,0,1,0,0,0,0,1,0,0,0,0,0
40751,BP4D/aligned_images/M009/T5/00720.jpg,1,1,0,0,0,0,1,1,0,1,0,0
76239,BP4D/aligned_images/M001/T4/00745.jpg,0,0,0,0,1,1,1,0,0,0,0,0
8408,BP4D/aligned_images/F007/T3/00112.jpg,0,0,1,0,0,0,0,0,0,0,0,0
65216,BP4D/aligned_images/F016/T4/01076.jpg,0,0,0,1,1,1,1,1,0,0,0,0
9166,BP4D/aligned_images/F007/T5/00095.jpg,1,0,0,0,0,1,0,1,1,0,0,0
10258,BP4D/aligned_images/F007/T7/00877.jpg,0,0,1,0,1,1,0,0,0,0,0,0
385,BP4D/aligned_images/F004/T2/01167.jpg,0,0,1,0,0,0,0,0,0,0,0,0
83560,BP4D/aligned_images/M007/T4/00128.jpg,0,0,0,0,0,0,0,1,1,1,0,0
26984,BP4D/aligned_images/F019/T5/00385.jpg,0,1,0,1,1,1,1,1,0,0,0,0
80314,BP4D/aligned_images/M004/T4/01337.jpg,0,0,0,0,1,1,1,0,1,1,0,0
72726,BP4D/aligned_images/F023/T5/00371.jpg,1,1,0,0,1,1,0,1,0,0,0,0
39864,BP4D/aligned_images/M009/T3/00135.jpg,0,0,0,0,0,1,0,1,0,0,0,0
29163,BP4D/aligned_images/F021/T2/01155.jpg,1,0,1,0,0,0,0,0,0,0,0,0
714,BP4D/aligned_images/F004/T2/01496.jpg,0,0,1,0,0,0,0,0,0,0,0,0
4927,BP4D/aligned_images/F006/T3/00248.jpg,0,1,0,0,0,0,1,1,0,1,1,1
52639,BP4D/aligned_images/F002/T7/00670.jpg,0,0,0,1,1,0,1,0,0,1,1,0
92388,BP4D/aligned_images/M012/T7/00400.jpg,0,0,0,0,0,0,0,0,0,1,0,0
15225,BP4D/aligned_images/F014/T2/00878.jpg,0,0,0,0,0,0,0,0,0,0,0,0
82337,BP4D/aligned_images/M007/T1/00453.jpg,0,0,0,0,1,1,1,0,0,0,0,0
4407,BP4D/aligned_images/F006/T2/01328.jpg,1,0,1,0,0,0,0,0,0,1,0,1
87586,BP4D/aligned_images/M008/T5/00900.jpg,0,0,0,0,0,0,1,0,0,0,0,0
12043,BP4D/aligned_images/F012/T3/00179.jpg,0,0,1,1,1,1,0,1,0,0,0,0
39150,BP4D/aligned_images/M009/T1/00484.jpg,0,0,0,1,1,1,1,1,0,0,0,0
25137,BP4D/aligned_images/F019/T1/00286.jpg,0,0,0,0,0,0,1,1,0,0,0,1
48492,BP4D/aligned_images/F001/T6/00379.jpg,0,0,0,0,0,0,0,1,0,0,1,1
67759,BP4D/aligned_images/F018/T1/01056.jpg,0,0,0,1,1,1,1,1,0,0,0,0
29351,BP4D/aligned_images/F021/T2/01343.jpg,1,0,1,0,0,0,0,0,0,0,0,0
18502,BP4D/aligned_images/F015/T2/01179.jpg,0,0,0,0,0,0,0,0,0,0,0,0
25289,BP4D/aligned_images/F019/T1/00438.jpg,0,0,0,1,1,1,1,1,1,0,0,0
89465,BP4D/aligned_images/M012/T1/00975.jpg,0,0,0,1,1,1,1,0,0,0,0,0
58696,BP4D/aligned_images/F009/T4/00330.jpg,0,0,1,0,0,0,0,1,0,0,0,1
33566,BP4D/aligned_images/M003/T4/01794.jpg,0,0,0,1,1,1,1,0,0,0,0,0
