,image_path,au1,au2,au4,au6,au7,au10,au12,au14,au15,au17,au23,au24
47455,BP4D/aligned_images/M014/T1/00767.jpg,0,0,0,0,0,0,1,1,0,1,0,0
21478,BP4D/aligned_images/F016/T8/00105.jpg,0,0,0,1,1,1,0,1,1,1,0,0
75373,BP4D/aligned_images/M002/T6/00777.jpg,0,1,0,1,1,1,1,0,1,0,0,0
10514,BP4D/aligned_images/F008/T6/00538.jpg,1,0,0,0,0,1,1,0,0,0,0,0
97676,BP4D/aligned_images/M018/T1/00429.jpg,0,0,0,0,0,0,0,1,0,1,0,0
27877,BP4D/aligned_images/F023/T6/01419.jpg,1,1,0,0,0,0,0,0,0,0,0,0
38732,BP4D/aligned_images/M007/T5/00906.jpg,1,0,0,0,1,0,0,1,1,1,0,0
52027,BP4D/aligned_images/F003/T4/00499.jpg,0,0,0,0,1,0,1,1,1,0,0,0
51004,BP4D/aligned_images/F003/T1/01137.jpg,0,0,0,0,0,0,0,1,0,0,0,0
77681,BP4D/aligned_images/M005/T3/00207.jpg,1,1,1,0,1,1,1,1,0,1,0,0
92204,BP4D/aligned_images/M016/T5/01036.jpg,0,0,0,1,1,1,1,0,0,0,0,0
71069,BP4D/aligned_images/F022/T5/00519.jpg,1,0,0,1,1,1,1,1,1,1,1,0
44133,BP4D/aligned_images/M012/T2/00433.jpg,0,0,0,0,1,0,0,1,0,1,0,0
42924,BP4D/aligned_images/M008/T7/00469.jpg,1,1,0,0,1,0,1,0,0,0,0,0
34597,BP4D/aligned_images/M004/T4/01307.jpg,0,0,0,1,1,0,1,0,0,0,1,0
37611,BP4D/aligned_images/M007/T3/00161.jpg,0,0,0,0,0,0,0,0,0,0,0,0
70951,BP4D/aligned_images/F022/T5/00401.jpg,0,0,0,1,1,0,1,1,1,1,1,1
17554,BP4D/aligned_images/F010/T7/00188.jpg,0,0,0,1,1,1,1,1,0,0,0,0
13856,BP4D/aligned_images/F009/T6/00760.jpg,0,0,1,0,0,0,0,0,0,0,0,0
31179,BP4D/aligned_images/M001/T5/00677.jpg,1,1,0,0,1,0,1,1,0,0,0,0
30856,BP4D/aligned_images/M001/T4/01049.jpg,0,0,0,1,1,1,1,0,0,0,0,0
45045,BP4D/aligned_images/M012/T4/01066.jpg,0,0,0,1,0,1,0,1,0,0,1,0
42981,BP4D/aligned_images/M008/T7/00526.jpg,1,1,0,0,1,0,1,0,0,0,0,0
33261,BP4D/aligned_images/M004/T1/00516.jpg,0,1,0,1,1,1,1,1,0,0,1,0
34125,BP4D/aligned_images/M004/T3/00150.jpg,0,0,1,1,1,0,0,0,0,0,0,0
22023,BP4D/aligned_images/F018/T1/01007.jpg,0,0,0,1,1,1,1,1,1,1,1,0
39087,BP4D/aligned_images/M007/T6/01372.jpg,0,1,1,1,1,1,1,1,0,0,0,0
98716,BP4D/aligned_images/M018/T4/01229.jpg,0,0,0,0,0,1,1,0,0,1,0,0
47551,BP4D/aligned_images/M014/T1/00863.jpg,0,0,0,1,1,1,1,1,0,0,0,0
21375,BP4D/aligned_images/F016/T8/00002.jpg,0,0,0,0,0,0,0,0,0,0,0,0
4356,BP4D/aligned_images/F002/T1/00429.jpg,0,0,0,0,1,0,1,0,0,1,0,0
63956,BP4D/aligned_images/F013/T5/00202.jpg,0,0,0,1,0,0,1,1,0,1,0,0
84737,BP4D/aligned_images/M011/T5/00658.jpg,0,0,0,1,1,1,0,0,1,1,0,0
80062,BP4D/aligned_images/M010/T1/00473.jpg,1,0,0,1,1,1,1,0,0,0,0,0
49950,BP4D/aligned_images/M014/T7/00705.jpg,0,0,0,0,0,1,1,0,0,0,0,0
84525,BP4D/aligned_images/M011/T4/00664.jpg,0,0,0,0,0,1,1,1,1,1,0,0
66053,BP4D/aligned_images/F020/T2/01291.jpg,1,0,1,0,1,0,0,0,0,1,0,0
32284,BP4D/aligned_images/M001/T7/01021.jpg,1,1,0,0,0,0,1,0,0,0,0,0
49110,BP4D/aligned_images/M014/T5/01048.jpg,0,0,0,0,0,1,1,1,0,0,0,0
50558,BP4D/aligned_images/M014/T8/00169.jpg,0,0,1,1,1,1,1,1,0,0,1,0
53218,BP4D/aligned_images/F003/T6/00195.jpg,0,0,0,1,1,1,1,1,0,0,0,0
19017,BP4D/aligned_images/F016/T2/00910.jpg,0,0,0,0,0,0,0,0,0,0,0,0
28118,BP4D/aligned_images/F023/T7/00165.jpg,0,0,0,0,0,0,0,1,0,0,0,0
93176,BP4D/aligned_images/M016/T7/01146.jpg,0,0,0,1,0,0,1,1,0,0,0,0
52236,BP4D/aligned_images/F003/T4/00708.jpg,0,0,0,1,1,1,1,1,0,0,0,0
11661,BP4D/aligned_images/F009/T1/00672.jpg,0,0,1,0,0,0,1,1,0,0,0,0
81786,BP4D/aligned_images/M010/T5/00817.jpg,1,0,0,1,1,1,1,0,0,0,1,0
5348,BP4D/aligned_images/F002/T4/01558.jpg,0,0,0,1,1,0,1,0,0,0,0,0
822,BP4D/aligned_images/F001/T2/00990.jpg,0,0,0,0,0,0,0,0,0,1,0,0
54375,BP4D/aligned_images/F005/T1/00971.jpg,1,0,1,0,0,0,0,0,0,1,0,0
50137,BP4D/aligned_images/M014/T7/00892.jpg,0,0,0,0,0,1,1,0,0,0,0,0
29418,BP4D/aligned_images/M001/T1/01288.jpg,0,1,0,1,1,1,1,0,0,0,0,0
47661,BP4D/aligned_images/M014/T2/00072.jpg,0,0,1,0,0,0,0,0,0,0,0,0
88474,BP4D/aligned_images/M013/T5/00188.jpg,0,0,0,1,1,1,1,1,1,1,0,1
43910,BP4D/aligned_images/M012/T1/01107.jpg,0,0,0,1,1,1,1,1,0,0,0,0
9166,BP4D/aligned_images/F008/T4/00437.jpg,0,1,0,1,0,1,1,0,1,0,0,0
84123,BP4D/aligned_images/M011/T3/00165.jpg,0,1,0,1,1,1,0,1,0,0,0,0
22268,BP4D/aligned_images/F018/T2/00149.jpg,0,0,0,0,1,1,0,0,1,1,0,0
62453,BP4D/aligned_images/F013/T2/00048.jpg,0,0,0,0,1,1,0,1,0,0,0,0
54324,BP4D/aligned_images/F005/T1/00920.jpg,1,0,0,0,0,1,0,0,0,1,0,0
66322,BP4D/aligned_images/F020/T2/01560.jpg,1,0,1,0,1,0,0,0,0,0,0,0
84677,BP4D/aligned_images/M011/T4/00816.jpg,0,0,0,1,1,1,1,1,0,0,0,0
93718,BP4D/aligned_images/M017/T1/00426.jpg,0,0,0,0,0,1,1,0,0,0,0,0
89573,BP4D/aligned_images/M013/T7/00297.jpg,0,0,0,0,0,0,0,0,1,0,0,0
95124,BP4D/aligned_images/M017/T4/00395.jpg,0,0,0,1,1,1,1,1,0,0,0,0
18336,BP4D/aligned_images/F016/T1/00240.jpg,0,0,0,0,0,0,1,1,0,0,0,0
83638,BP4D/aligned_images/M011/T2/00250.jpg,0,0,0,0,0,0,0,0,1,1,0,0
21145,BP4D/aligned_images/F016/T7/00285.jpg,0,0,0,1,1,1,1,1,0,1,0,0
74572,BP4D/aligned_images/M002/T5/00700.jpg,0,1,0,1,1,1,1,1,0,0,0,0
2669,BP4D/aligned_images/F001/T6/00243.jpg,1,0,1,1,1,1,1,1,0,1,1,1
34244,BP4D/aligned_images/M004/T3/00269.jpg,0,0,0,0,1,0,1,0,1,1,1,1
29429,BP4D/aligned_images/M001/T1/01299.jpg,0,1,0,1,1,1,1,0,0,0,0,0
94055,BP4D/aligned_images/M017/T1/00763.jpg,0,0,0,1,0,1,1,0,0,0,0,0
3056,BP4D/aligned_images/F001/T7/00519.jpg,0,0,0,0,1,1,1,1,1,1,1,1
14873,BP4D/aligned_images/F010/T1/00300.jpg,0,0,0,0,1,0,0,1,0,0,0,0
59147,BP4D/aligned_images/F011/T3/00004.jpg,0,0,0,0,0,0,0,0,0,0,0,0
40714,BP4D/aligned_images/M008/T2/00312.jpg,0,0,0,0,0,0,0,0,0,0,0,0
76355,BP4D/aligned_images/M002/T8/00608.jpg,0,1,0,1,1,1,1,1,0,1,0,0
71937,BP4D/aligned_images/F022/T7/00716.jpg,0,0,0,0,1,1,0,1,1,0,0,0
52633,BP4D/aligned_images/F003/T5/00669.jpg,0,0,0,1,1,1,1,1,1,0,0,0
36521,BP4D/aligned_images/M007/T1/00324.jpg,0,0,0,0,0,0,0,0,0,0,0,0
72759,BP4D/aligned_images/M002/T1/00365.jpg,0,0,0,1,0,0,1,1,0,0,0,0
56037,BP4D/aligned_images/F005/T4/01078.jpg,1,0,1,0,1,0,0,0,1,1,0,1
7170,BP4D/aligned_images/F002/T7/00888.jpg,0,0,0,1,1,0,1,0,1,1,1,1
70642,BP4D/aligned_images/F022/T4/00978.jpg,0,0,1,1,1,1,1,1,1,1,1,0
3241,BP4D/aligned_images/F001/T7/00704.jpg,1,0,0,0,1,1,1,1,0,0,0,0
13578,BP4D/aligned_images/F009/T5/00425.jpg,1,0,0,0,0,1,0,0,0,0,0,0
20587,BP4D/aligned_images/F016/T6/01049.jpg,0,0,0,1,1,1,0,1,0,1,0,1
1715,BP4D/aligned_images/F001/T4/00979.jpg,0,0,0,1,1,1,1,0,0,1,0,0
76785,BP4D/aligned_images/M005/T1/00813.jpg,0,0,0,1,1,1,1,0,0,1,0,0
28916,BP4D/aligned_images/M001/T1/00786.jpg,0,0,0,0,0,0,0,0,0,0,0,0
88461,BP4D/aligned_images/M013/T5/00175.jpg,0,0,0,1,1,1,1,1,1,1,0,0
75551,BP4D/aligned_images/M002/T7/00799.jpg,0,1,0,0,1,1,1,1,1,0,0,0
42773,BP4D/aligned_images/M008/T6/00448.jpg,0,0,0,0,0,0,0,0,0,0,0,0
71574,BP4D/aligned_images/F022/T6/00246.jpg,0,0,1,1,1,1,1,1,0,1,0,1
32506,BP4D/aligned_images/M001/T7/01243.jpg,0,1,0,0,0,0,1,0,0,1,0,0
22902,BP4D/aligned_images/F018/T4/00486.jpg,0,0,0,1,1,1,1,1,0,0,0,0
12207,BP4D/aligned_images/F009/T2/00222.jpg,0,0,1,0,0,0,0,0,0,0,0,0
56274,BP4D/aligned_images/F005/T5/01003.jpg,1,0,1,0,0,0,0,0,0,0,0,0
4644,BP4D/aligned_images/F002/T2/00196.jpg,0,0,0,0,0,0,0,1,0,1,1,1
16851,BP4D/aligned_images/F010/T5/00368.jpg,0,0,0,1,1,1,1,0,0,1,0,1
80679,BP4D/aligned_images/M010/T3/00014.jpg,0,0,1,0,0,0,0,0,0,0,0,0
15011,BP4D/aligned_images/F010/T1/00438.jpg,0,0,0,1,1,1,1,1,0,0,0,0
32761,BP4D/aligned_images/M001/T8/00157.jpg,0,0,0,1,1,1,1,1,0,0,0,0
22736,BP4D/aligned_images/F018/T3/00121.jpg,0,0,0,0,0,0,0,0,0,0,0,0
92067,BP4D/aligned_images/M016/T5/00899.jpg,0,0,0,1,1,1,1,1,0,0,0,0
